t,I,Type,"Type Numerical(A=0, C=1, T=2, G=3)",Blockade_Height
0.08,0.51685,T,2,0.441414
0.209,0.57009,T,2,0.388174
0.0703,0.42248,T,2,0.535784
0.1485,0.59266,T,2,0.365604
0.0602,0.40226,T,2,0.556004
0.0682,0.4198,T,2,0.538464
0.0586,0.41797,T,2,0.540294
0.0587,0.58571,T,2,0.372554
0.0602,0.46543,T,2,0.492834
0.0995,0.54336,T,2,0.414904
0.0607,0.4728,T,2,0.485464
0.131,0.52447,T,2,0.433794
0.24,0.56289,T,2,0.395374
0.0705,0.496,T,2,0.462264
0.09,0.41171,T,2,0.546554
0.07,0.64308,T,2,0.315184
0.0919,0.46836,T,2,0.489904
0.1309,0.75986,T,2,0.198404
0.1893,0.64124,T,2,0.317024
0.0607,0.48227,T,2,0.475994
0.0997,0.78101,T,2,0.177254
0.1215,0.41076,T,2,0.547504
0.0608,0.40291,T,2,0.555354
0.1095,0.41852,T,2,0.539744
0.08,0.55978,T,2,0.398484
0.1307,0.5039,T,2,0.454364
0.0605,0.46261,T,2,0.495654
0.0587,0.50467,T,2,0.453594
0.07,0.56633,T,2,0.391934
0.0703,0.60765,T,2,0.350614
0.0803,0.54887,T,2,0.409394
0.0995,0.49317,T,2,0.465094
0.0897,0.64448,T,2,0.313784
0.1115,0.55074,T,2,0.407524
0.0705,0.49911,T,2,0.459154
0.0803,0.53359,T,2,0.424674
0.0686,0.47971,T,2,0.478554
0.0704,0.4199,T,2,0.538364
0.1285,0.56191,T,2,0.396354
0.0996,0.5644,T,2,0.393864
0.1191,0.48942,T,2,0.468844
0.119,0.56086,T,2,0.397404
0.0704,0.55014,T,2,0.408124
0.1018,0.58682,T,2,0.371444
0.0899,0.56168,T,2,0.396584
0.0704,0.41448,T,2,0.543784
0.1699,0.53301,T,2,0.425254
0.0899,0.41697,T,2,0.541294
0.1405,0.52241,T,2,0.435854
0.1385,0.56883,T,2,0.389434
0.0704,0.53271,T,2,0.425554
0.119,0.46645,T,2,0.491814
0.289,0.67526,T,2,0.283004
0.0607,0.54518,T,2,0.413084
0.1505,0.58853,T,2,0.369734
0.1095,0.6145,T,2,0.343764
0.0701,0.55047,T,2,0.407794
0.0604,0.50566,T,2,0.452604
0.0604,0.50984,T,2,0.448424
0.0995,0.78598,T,2,0.172284
0.1387,0.64272,T,2,0.315544
0.1309,0.68325,G,3,0.275014
0.0608,0.56736,G,3,0.390904
0.1014,0.55862,G,3,0.399644
0.0919,0.60894,G,3,0.349324
0.0507,0.55908,G,3,0.399184
0.1407,0.8796,G,3,0.078664
0.1408,0.62843,G,3,0.329834
0.1504,0.86918,G,3,0.089084
0.1505,0.89918,G,3,0.059084
0.0586,0.54131,G,3,0.416954
0.0489,0.53414,G,3,0.424124
0.1991,0.86393,G,3,0.094334
0.2305,0.90261,G,3,0.055654
0.0995,0.5739,G,3,0.384364
0.2208,0.78414,G,3,0.174124
0.0604,0.56793,G,3,0.390334
0.0603,0.76472,G,3,0.193544
0.1211,0.78164,G,3,0.176624
0.17,0.80319,G,3,0.155074
0.131,0.89775,G,3,0.060514
0.0801,0.71556,G,3,0.242704
0.0509,0.54994,G,3,0.408324
0.0505,0.55009,G,3,0.408174
0.0395,0.51971,G,3,0.438554
0.0487,0.72018,G,3,0.238084
0.1895,0.84676,G,3,0.111504
0.25,0.92903,G,3,0.029234
0.2714,0.87073,G,3,0.087534
0.0705,0.54528,G,3,0.412984
0.129,0.53227,G,3,0.425994
0.0705,0.56997,G,3,0.388294
0.0586,0.67416,G,3,0.284104
0.08,0.75125,G,3,0.207014
0.0485,0.70633,G,3,0.251934
0.119,0.5633,G,3,0.394964
0.17,0.84862,G,3,0.109644
0.1504,0.97769,G,3,-0.019426
0.1113,0.99713,G,3,-0.038866
0.1309,0.92445,G,3,0.033814
0.0485,0.54621,G,3,0.412054
0.051,0.54656,G,3,0.411704
0.0507,0.52965,G,3,0.428614
0.1601,0.83594,G,3,0.122324
0.0607,0.52866,G,3,0.429604
0.08,0.80355,G,3,0.154714
0.0505,0.53364,G,3,0.424624
0.1895,1.14168,G,3,-0.183416
0.129,0.62999,G,3,0.328274
0.1215,1.00711,G,3,-0.048846
0.1405,0.55931,G,3,0.398954
0.0705,0.54359,G,3,0.414674
0.1191,0.87606,G,3,0.082204
0.0998,0.55167,G,3,0.406594
0.1309,0.60187,G,3,0.356394
0.5215,1.11837,G,3,-0.160106
0.42,1.29425,G,3,-0.335986
0.3809,1.10461,G,3,-0.146346
0.289,0.96255,G,3,-0.004286
0.1913,0.8804,G,3,0.077864
0.2598,0.93069,G,3,0.027574
0.289,0.98843,G,3,-0.030166
0.2402,0.9826,G,3,-0.024336
0.1913,0.84736,G,3,0.110904
0.1914,0.92394,G,3,0.034324
0.1408,0.83606,G,3,0.122204
0.4513,1.1313,G,3,-0.173036
0.281,0.99988,G,3,-0.041616
0.1914,0.76182,G,3,0.196444
0.369,0.93362,G,3,0.024644
0.2698,0.99069,G,3,-0.032426
0.2402,0.92501,G,3,0.033254
0.3495,0.89841,G,3,0.059854
0.2382,0.89853,G,3,0.059734
0.281,1.00435,G,3,-0.046086
0.2308,0.95937,G,3,-0.001106
0.381,0.91485,G,3,0.043414
0.4808,0.96637,G,3,-0.008106
0.4903,0.95976,G,3,-0.001496
0.2305,0.8759,G,3,0.082364
0.381,1.11748,G,3,-0.159216
0.3809,0.87553,G,3,0.082734
0.3205,0.8835,G,3,0.074764
0.2795,0.87819,G,3,0.080074
0.4197,0.90515,G,3,0.053114
0.4003,0.82002,G,3,0.138244
0.0998,0.59558,G,3,0.362684
0.4709,0.91707,G,3,0.041194
0.2209,0.81734,G,3,0.140924
0.5705,0.90206,G,3,0.056204
0.2205,0.90583,G,3,0.052434
0.1897,0.83027,G,3,0.127994
0.33,0.77081,G,3,0.187454
0.3691,0.85106,G,3,0.107204
0.1913,0.82849,G,3,0.129774
0.209,0.91544,G,3,0.042824
0.1798,0.91877,G,3,0.039494
0.2209,0.91023,G,3,0.048034
0.3008,0.92594,G,3,0.032324
0.2987,0.9402,G,3,0.018064
0.1993,0.84845,G,3,0.109814
0.1995,0.83708,G,3,0.121184
0.199,0.85508,G,3,0.103184
0.1795,0.83783,G,3,0.120434
0.2793,0.82906,G,3,0.129204
0.2187,0.87495,G,3,0.083314
0.25,0.9167,G,3,0.041564
0.33,0.84006,G,3,0.118204
0.289,0.89625,G,3,0.062014
0.2208,0.89878,G,3,0.059484
0.2697,0.88018,G,3,0.078084
0.199,0.74787,G,3,0.210394
0.3301,0.88477,G,3,0.073494
0.25,0.86931,G,3,0.088954
0.0602,0.53361,G,3,0.424654
0.131,0.56764,G,3,0.390624
0.0507,0.56531,G,3,0.392954
0.0899,0.56951,G,3,0.388754
0.0608,0.55177,G,3,0.406494
0.0606,0.52627,G,3,0.431994
0.1309,0.7602,G,3,0.198064
0.201,0.824,G,3,0.134264
0.1991,0.80973,G,3,0.148534
0.08,0.71741,G,3,0.240854
0.1211,0.71896,G,3,0.239304
0.1115,0.66781,G,3,0.290454
0.049,0.53126,G,3,0.427004
0.1502,0.82277,G,3,0.135494
0.1018,0.82974,G,3,0.128524
0.379,0.79629,G,3,0.161974
0.1407,0.88212,G,3,0.076144
0.0998,0.81673,G,3,0.141534
0.16,0.80758,G,3,0.150684
0.139,0.79408,G,3,0.164184
0.1015,0.73701,G,3,0.221254
0.1895,0.85392,G,3,0.104344
0.1385,0.7749,G,3,0.183364
0.1601,0.77285,G,3,0.185414
0.1405,0.6174,G,3,0.340864
0.121,0.7638,G,3,0.194464
0.16,0.81176,G,3,0.146504
0.0995,0.72297,G,3,0.235294
0.1014,0.79028,G,3,0.167984
0.2208,1.03312,G,3,-0.074856
0.1895,0.80313,G,3,0.155134
0.2401,0.9001,G,3,0.058164
0.2793,0.89398,G,3,0.064284
0.119,0.80261,G,3,0.155654
0.3497,0.90504,G,3,0.053224
0.25,0.83767,G,3,0.120594
0.0705,0.62389,G,3,0.334374
0.0607,0.6637,G,3,0.294564
0.0507,0.6287,G,3,0.329564
0.2403,0.93061,G,3,0.027654
0.1114,0.75109,G,3,0.207174
0.0996,0.68284,G,3,0.275424
0.2011,0.84552,G,3,0.112744
0.0995,0.75759,G,3,0.200674
0.0899,0.63037,G,3,0.327894
0.0995,0.71964,G,3,0.238624
0.0805,0.66908,G,3,0.289184
0.0899,0.66812,G,3,0.290144
0.209,0.73047,G,3,0.227794
0.131,0.72774,G,3,0.230524
0.2011,0.82001,G,3,0.138254
0.0801,0.72205,G,3,0.236214
0.0608,0.65415,G,3,0.304114
0.0608,0.58263,G,3,0.375634
0.0897,0.79771,G,3,0.160554
0.1504,0.74362,G,3,0.214644
0.0703,0.65468,G,3,0.303584
0.0585,0.65032,G,3,0.307944
0.0702,0.73076,G,3,0.227504
0.121,0.66479,G,3,0.293474
0.0489,0.63554,G,3,0.322724
0.0507,0.63371,G,3,0.324554
0.1503,0.77412,G,3,0.184144
0.08,0.89346,G,3,0.064804
0.1195,0.63731,G,3,0.320954
0.2382,0.82983,G,3,0.128434
0.0994,0.69861,G,3,0.259654
0.209,0.911,G,3,0.047264
0.08,0.78302,G,3,0.175244
0.121,0.70193,G,3,0.256334
0.0781,0.74344,G,3,0.214824
0.0703,0.74041,G,3,0.217854
0.1115,0.72394,G,3,0.234324
0.0485,0.63132,G,3,0.326944
0.0895,0.71339,G,3,0.244874
0.09,0.804,G,3,0.154264
0.0608,0.63372,G,3,0.324544
0.0995,0.74163,G,3,0.216634
0.0602,0.53246,G,3,0.425804
0.0997,0.71879,G,3,0.239474
0.1095,0.76534,G,3,0.192924
0.051,0.55762,G,3,0.400644
0.1505,0.86102,G,3,0.097244
0.1796,0.55871,G,3,0.399554
0.0995,0.76217,G,3,0.196094
0.0702,0.56581,G,3,0.392454
0.1915,0.77934,G,3,0.178924
0.1895,0.89065,G,3,0.067614
0.1502,0.62896,G,3,0.329304
0.17,0.82086,G,3,0.137404
0.1405,0.81193,G,3,0.146334
0.131,0.6978,G,3,0.260464
0.16,0.8537,G,3,0.104564
0.1092,0.77195,G,3,0.186314
0.1113,0.72528,G,3,0.232984
0.0586,0.53231,G,3,0.425954
0.129,0.52403,G,3,0.434234
0.0487,0.57517,G,3,0.383094
0.1405,0.71597,G,3,0.242294
0.119,0.71122,G,3,0.247044
0.0487,0.55959,G,3,0.398674
0.17,0.86868,G,3,0.089584
0.1309,0.82126,G,3,0.137004
0.17,0.75069,G,3,0.207574
0.1795,0.71365,G,3,0.244614
0.0507,0.53025,G,3,0.428014
0.2425,0.87469,G,3,0.083574
0.1327,0.86581,G,3,0.092454
0.1719,0.86533,G,3,0.092934
0.0704,0.54723,G,3,0.411034
0.211,0.82786,G,3,0.130404
0.3009,0.93798,G,3,0.020284
0.0625,0.56419,G,3,0.394074
0.082,0.74524,G,3,0.213024
0.3204,0.81895,G,3,0.139314
0.2577,0.83928,G,3,0.118984
0.1014,0.59078,G,3,0.367484
0.2579,0.90655,G,3,0.051714
0.2696,0.80194,G,3,0.156324
0.1877,0.83087,G,3,0.127394
0.1795,0.77374,G,3,0.184524
0.25,1.01113,G,3,-0.052866
0.129,0.82907,G,3,0.129194
0.1797,0.79986,G,3,0.158404
0.168,0.85848,G,3,0.099784
0.0978,0.76313,G,3,0.195134
0.16,1.01308,G,3,-0.054816
0.0585,0.68389,G,3,0.274374
0.129,0.75591,G,3,0.202354
0.0588,0.68828,G,3,0.269984
0.1289,0.91998,G,3,0.038284
0.1522,0.86165,G,3,0.096614
0.1015,0.6198,G,3,0.338464
0.172,0.91295,G,3,0.045314
0.0702,0.53955,G,3,0.418714
0.2105,0.91789,G,3,0.040374
0.2425,0.84251,G,3,0.115754
0.3395,0.83244,G,3,0.125824
0.1797,0.97267,G,3,-0.014406
0.0976,0.62532,G,3,0.332944
0.1093,0.91967,G,3,0.038594
0.1603,0.81525,G,3,0.143014
0.1915,0.99668,G,3,-0.038416
0.082,0.55461,G,3,0.403654
0.1409,0.88138,G,3,0.076884
0.1602,0.84791,G,3,0.110354
0.1213,0.80022,G,3,0.158044
0.0587,0.56946,G,3,0.388804
0.1018,0.63994,G,3,0.318324
0.1092,0.5319,G,3,0.426364
0.1095,0.74099,G,3,0.217274
0.1797,0.77058,G,3,0.187684
0.2421,0.79252,G,3,0.165744
0.1875,0.98954,G,3,-0.031276
0.0977,0.5888,G,3,0.369464
0.2189,0.89057,G,3,0.067694
0.168,0.91177,G,3,0.046494
0.2381,0.81392,G,3,0.144344
0.2773,0.8364,G,3,0.121864
0.711,1.14399,G,3,-0.185726
0.4372,1.1384,G,3,-0.180136
0.543,1.19739,G,3,-0.239126
0.59,0.99078,G,3,-0.032516
0.5585,1.11224,G,3,-0.153976
0.0505,0.54799,G,3,0.410274
0.3515,0.898,G,3,0.060264
0.5628,1.0013,G,3,-0.043036
0.5704,0.9121,G,3,0.046164
0.5198,0.96585,G,3,-0.007586
0.5705,1.07755,G,3,-0.119286
0.5588,0.9764,G,3,-0.018136
0.5313,1.0529,G,3,-0.094636
0.4685,0.99239,G,3,-0.034126
0.461,1.01043,G,3,-0.052166
0.1715,0.84577,G,3,0.112494
0.242,0.85405,G,3,0.104214
0.1605,0.75754,G,3,0.200724
0.2227,0.78647,G,3,0.171794
0.168,0.81132,G,3,0.146944
0.0897,0.74506,G,3,0.213204
0.082,0.57061,G,3,0.387654
0.293,0.85649,G,3,0.101774
0.2695,0.79697,G,3,0.161294
0.211,0.86849,G,3,0.089774
0.051,0.54105,G,3,0.417214
0.0588,0.6064,G,3,0.351864
0.0975,0.78905,G,3,0.169214
0.2303,0.88354,G,3,0.074724
0.0625,0.53697,G,3,0.421294
0.1329,0.81988,G,3,0.138384
0.0899,0.76195,G,3,0.196314
0.0505,0.5122,G,3,0.446064
0.168,0.84681,G,3,0.111454
0.1838,0.83943,G,3,0.118834
0.172,0.82217,G,3,0.136094
0.1796,0.90344,G,3,0.054824
0.1487,0.86469,G,3,0.093574
0.0705,0.63023,G,3,0.328034
0.1329,0.86819,G,3,0.090074
0.0976,0.75287,G,3,0.205394
0.1603,0.7152,G,3,0.243064
0.1408,0.85311,G,3,0.105154
0.1211,0.87501,G,3,0.083254
0.1601,0.69009,G,3,0.268174
0.137,0.99836,G,3,-0.040096
0.1093,0.87336,G,3,0.084904
0.1408,0.91929,G,3,0.038974
0.25,1.02519,G,3,-0.066926
0.2305,1.06376,G,3,-0.105496
0.051,0.55561,G,3,0.402654
0.07,0.53854,G,3,0.419724
0.203,0.82773,G,3,0.130534
0.082,0.74157,G,3,0.216694
0.0666,0.72523,G,3,0.233034
0.09,0.76872,G,3,0.189544
0.0585,0.72227,G,3,0.235994
0.121,0.87677,G,3,0.081494
0.1327,0.82566,G,3,0.132604
0.082,0.78227,G,3,0.175994
0.082,0.66913,G,3,0.289134
0.1603,0.91593,G,3,0.042334
0.1365,0.83768,G,3,0.120584
0.1289,0.83494,G,3,0.123324
0.1679,0.89925,G,3,0.059014
0.1329,0.78629,G,3,0.171974
0.211,0.97476,G,3,-0.016496
0.121,0.82687,G,3,0.131394
0.199,0.90763,G,3,0.050634
0.1993,1.09455,G,3,-0.136286
0.172,0.87429,G,3,0.083974
0.1406,1.03543,G,3,-0.077166
0.129,0.93889,G,3,0.019374
0.172,0.95896,G,3,-0.000696
0.1601,0.90537,G,3,0.052894
0.121,0.86559,G,3,0.092674
0.457,1.14224,G,3,-0.183976
0.418,0.9764,G,3,-0.018136
0.5976,1.04487,G,3,-0.086606
0.59,1.03091,G,3,-0.072646
0.3085,0.83815,G,3,0.120114
0.0467,0.55421,G,3,0.404054
0.6013,0.93674,G,3,0.021524
0.4103,1.07176,G,3,-0.113496
0.2577,0.9661,G,3,-0.007836
0.4061,1.01711,G,3,-0.058846
0.4885,1.08945,G,3,-0.131186
0.41,0.97693,G,3,-0.018666
0.418,0.96984,G,3,-0.011576
0.5899,1.0524,G,3,-0.094136
0.3982,1.03442,G,3,-0.076156
0.3126,1.0371,G,3,-0.078836
0.3515,0.9785,G,3,-0.020236
0.4023,0.93146,G,3,0.026804
0.508,1.0108,G,3,-0.052536
0.5585,0.9028,G,3,0.055464
0.539,0.85242,G,3,0.105844
0.5233,0.97394,G,3,-0.015676
0.5587,1.07031,G,3,-0.112046
0.5623,1.18746,G,3,-0.229196
0.0467,0.57112,G,3,0.387144
0.5821,1.06903,G,3,-0.110766
0.5585,1.06912,G,3,-0.110856
0.668,1.21895,G,3,-0.260686
0.5587,1.15912,G,3,-0.200856
0.582,1.05229,G,3,-0.094026
0.3908,1.09463,G,3,-0.136366
0.461,0.91142,G,3,0.046844
0.4688,0.90926,G,3,0.049004
0.4883,0.89418,G,3,0.064084
0.512,1.01259,G,3,-0.054326
0.5315,1.19706,G,3,-0.238796
0.5315,1.07243,G,3,-0.114166
0.4415,1.11197,G,3,-0.153706
0.5585,1.07286,G,3,-0.114596
0.4296,1.0499,G,3,-0.091636
0.371,1.27368,G,3,-0.315416
0.4493,1.15184,G,3,-0.193576
0.578,0.97886,G,3,-0.020596
0.5585,0.95295,G,3,0.005314
0.457,0.97498,G,3,-0.016716
0.4881,1.03241,G,3,-0.074146
0.6091,1.27808,G,3,-0.319816
0.1603,0.60387,G,3,0.354394
0.3908,1.16705,G,3,-0.208786
0.5313,1.14574,G,3,-0.187476
0.3675,1.04945,G,3,-0.091186
0.5195,1.28162,G,3,-0.323356
0.3909,1.192,G,3,-0.233736
0.34,1.10062,G,3,-0.142356
0.3985,0.99589,G,3,-0.037626
0.2967,0.94466,G,3,0.013604
0.3787,1.01135,G,3,-0.053086
0.4374,1.04466,G,3,-0.086396
0.6601,1.0271,G,3,-0.068836
0.5,0.88581,G,3,0.072454
0.3201,0.88045,G,3,0.077814
0.5271,1.00284,G,3,-0.044576
0.617,1.22504,G,3,-0.266776
0.1603,0.91367,G,3,0.044594
0.3517,0.97582,G,3,-0.017556
0.0899,0.69703,G,3,0.261234
0.2185,0.90733,G,3,0.050934
0.0425,0.52785,G,3,0.430414
0.1095,0.80884,G,3,0.149424
0.129,0.90509,G,3,0.053174
0.1405,0.82235,G,3,0.135914
0.1367,0.54241,G,3,0.415854
0.1524,0.95127,G,3,0.006994
0.0898,0.78466,G,3,0.173604
0.0897,0.70903,G,3,0.249234
0.0899,0.7505,G,3,0.207764
0.0976,0.75865,G,3,0.199614
0.1017,0.76377,G,3,0.194494
0.078,0.75644,G,3,0.201824
0.0705,0.71149,G,3,0.246774
0.0467,0.64075,G,3,0.317514
0.1408,0.7429,G,3,0.215364
0.1287,0.82857,G,3,0.129694
0.0781,0.69633,G,3,0.261934
0.0705,0.62945,G,3,0.328814
0.1875,0.68617,G,3,0.272094
0.047,0.62934,G,3,0.328924
0.18,0.78432,G,3,0.173944
0.121,0.84602,G,3,0.112244
0.1365,0.93325,G,3,0.025014
0.1877,0.97216,G,3,-0.013896
0.1018,0.79853,G,3,0.159734
0.1094,0.79778,G,3,0.160484
0.168,0.82164,G,3,0.136624
0.1405,0.79459,G,3,0.163674
0.1482,0.85525,G,3,0.103014
0.0899,0.82925,G,3,0.129014
0.0785,0.73776,G,3,0.220504
0.168,0.81724,G,3,0.141024
0.117,0.78884,G,3,0.169424
0.0704,0.77733,G,3,0.180934
0.1015,0.7126,G,3,0.245664
0.1407,0.83265,G,3,0.125614
0.1405,0.75408,G,3,0.204184
0.1605,0.81277,G,3,0.145494
0.121,0.74584,G,3,0.212424
0.129,0.76444,G,3,0.193824
0.1991,0.80149,G,3,0.156774
0.1015,0.85672,G,3,0.101544
0.129,0.99166,G,3,-0.033396
0.082,0.75841,G,3,0.199854
0.211,0.80723,G,3,0.151034
0.133,0.97031,G,3,-0.012046
0.0897,0.5558,G,3,0.402464
0.1407,0.944,G,3,0.014264
0.0508,0.52513,G,3,0.433134
0.121,0.85585,G,3,0.102414
0.082,0.66168,G,3,0.296584
0.1603,0.88319,G,3,0.075074
0.1016,0.94101,G,3,0.017254
0.1215,0.67138,G,3,0.286884
0.2305,0.86569,G,3,0.092574
0.2305,0.80482,G,3,0.153444
0.1717,0.76654,G,3,0.191724
0.0781,0.81402,G,3,0.144244
0.1018,0.66274,G,3,0.295524
0.16,0.79099,G,3,0.167274
0.1092,0.9007,G,3,0.057564
0.16,1.00096,G,3,-0.042696
0.1016,0.76903,G,3,0.189234
0.1327,0.87295,G,3,0.085314
0.0586,0.68549,G,3,0.272774
0.051,0.55866,G,3,0.399604
0.1093,0.9268,G,3,0.031464
0.1325,0.88694,G,3,0.071324
0.1405,0.88404,G,3,0.074224
0.137,0.77999,G,3,0.178274
0.1486,0.86516,G,3,0.093104
0.1015,0.85869,G,3,0.099574
0.1405,1.00421,G,3,-0.045946
0.1715,0.75954,G,3,0.198724
0.1092,0.72953,G,3,0.228734
0.121,0.9217,G,3,0.036564
0.1603,1.04792,G,3,-0.089656
0.1601,0.93111,G,3,0.027154
0.1872,0.72465,G,3,0.233614
0.078,0.77758,G,3,0.180684
0.1407,0.80998,G,3,0.148284
0.1095,0.81114,G,3,0.147124
0.0585,0.72301,G,3,0.235254
0.1366,0.75822,G,3,0.200044
0.1095,0.86671,G,3,0.091554
0.1175,0.85104,G,3,0.107224
0.1602,0.92952,G,3,0.028744
0.211,0.77948,G,3,0.178784
0.0781,0.79811,G,3,0.160154
0.1013,0.80349,G,3,0.154774
0.121,0.75616,G,3,0.202104
0.219,0.80153,G,3,0.156734
0.199,0.84925,G,3,0.109014
0.0895,0.76626,G,3,0.192004
0.129,0.81798,G,3,0.140284
0.1094,0.95809,G,3,0.000174
0.0467,0.5901,G,3,0.368164
0.1485,0.89598,G,3,0.062284
0.1408,0.83235,G,3,0.125914
0.0899,0.72977,G,3,0.228494
0.1092,0.80781,G,3,0.150454
0.152,0.70554,G,3,0.252724
0.0899,0.66259,G,3,0.295674
0.0899,0.79223,G,3,0.166034
0.1795,0.65767,G,3,0.300594
0.078,0.78823,G,3,0.170034
0.1408,0.87914,G,3,0.079124
0.1096,0.78558,G,3,0.172684
0.1095,0.72634,G,3,0.231924
0.2225,0.84781,G,3,0.110454
0.113,0.81599,G,3,0.142274
0.211,0.81299,G,3,0.145274
0.1995,0.91075,G,3,0.047514
0.1915,0.86652,G,3,0.091744
0.129,0.80421,G,3,0.154054
0.1521,1.03756,G,3,-0.079296
0.1015,0.78832,G,3,0.169944
